,Client Numbers,Client Names,
1669,18567251701,"Dermatology Associates of South Jersey, LLC",
1670,18562060201,"Dermatology Associates of South Jersey, LLC",
1671,18565468411,"Dermatology Associates of South Jersey, LLC",
1672,18568468672,"Dermatology Associates of South Jersey, LLC",
1673,18562376079,"Dermatology Associates of South Jersey, LLC",
1674,18562546398,"Dermatology Associates of South Jersey, LLC",
1675,16092213172,"Dermatology Associates of South Jersey, LLC",
1676,16099491086,"Dermatology Associates of South Jersey, LLC",
1677,19543289714,"Dermatology Associates of South Jersey, LLC",
1678,12156689541,"Dermatology Associates of South Jersey, LLC",
1679,17328735133,"Dermatology Associates of South Jersey, LLC",
1680,18568893675,"Dermatology Associates of South Jersey, LLC",
1681,15167645807,"Dermatology Associates of South Jersey, LLC",
1682,18565465353,"Dermatology Associates of South Jersey, LLC",
1683,12016955251,"Dermatology Associates of South Jersey, LLC",
1684,19733375021,"Dermatology Associates of South Jersey, LLC",
1685,85625466398,"Dermatology Associates of South Jersey, LLC",
1686,12018329941,"Dermatology Associates of South Jersey, LLC",
1687,12157383566,"Dermatology Associates of South Jersey, LLC",
1688,73287385133,"Dermatology Associates of South Jersey, LLC",
1689,18568850679,"Dermatology Associates of South Jersey, LLC",
1690,18567262760,"Dermatology Associates of South Jersey, LLC",
1691,18565135087,"Dermatology Associates of South Jersey, LLC",
1692,16092218778,"Dermatology Associates of South Jersey, LLC",
1693,14694412837,"Dermatology Associates of South Jersey, LLC",
1694,18565468674,"Dermatology Associates of South Jersey, LLC",
1695,16097605053,"Dermatology Associates of South Jersey, LLC",
1696,18562060209,"Dermatology Associates of South Jersey, LLC",
1697,18566858480,"Dermatology Associates of South Jersey, LLC",
1698,16466616131,"Dermatology, Laser & Surgery of Carnegie Hill",
1699,16466616133,"Dermatology, Laser & Surgery of Carnegie Hill",
1700,19144344108,"Dermatology, Laser & Surgery of Carnegie Hill",
1701,19174681986,"Dermatology, Laser & Surgery of Carnegie Hill",
1702,12129828229,"Dermatology, Laser and Surgery of Flatiron PLLC",
1703,13472137075,"Dermatology, Laser and Surgery of Flatiron PLLC",
1704,17865257845,"Dermatology, Laser and Surgery of Flatiron PLLC",
1705,19173756962,"Dermatology, Laser and Surgery of Flatiron PLLC",
1706,17187094911,"Dermatology, Laser and Surgery of Flatiron PLLC",
1707,13473054531,"Dermatology, Laser and Surgery of Flatiron PLLC",
1708,12127319001,"Dermatology, Laser and Surgery of Flatiron PLLC",
1709,18622018961,"Dermatology, Laser and Surgery of Flatiron PLLC",
1710,19176717011,"Dermatology, Laser and Surgery of Flatiron PLLC",
1711,12129288229,"Dermatology, Laser and Surgery of Flatiron PLLC",
1712,19176083958,"Dermatology, Laser and Surgery of Flatiron PLLC",
1713,15207716782,Desert Sage Behavioral Health,
1714,15207771678,Desert Sage Behavioral Health,
1715,15202359851,Desert Sage Behavioral Health,
1716,15290235985,Desert Sage Behavioral Health,
1717,15205825650,Desert Sage Behavioral Health,
1718,15204681302,Desert Sage Behavioral Health,
1719,12482845051,Desert Sage Behavioral Health,
1720,16266521191,Desert Sage Behavioral Health,
1721,15203541351,Desert Sage Behavioral Health,
1722,14807383179,Devereux Adolescent Health and Wellness,
1723,14073938550,Devereux Adolescent Health and Wellness,
1724,16029446222,Devereux Adolescent Health and Wellness,
1725,14077652851,Devereux Adolescent Health and Wellness,
1726,14807294483,Devereux Adolescent Health and Wellness,
1727,16109446222,Devereux Adolescent Health and Wellness,
1728,16235225516,Devereux Adolescent Health and Wellness,
1729,16022831317,Devereux Adolescent Health and Wellness,
1730,16023134525,Devereux Adolescent Health and Wellness,
1731,16027326851,Devereux Adolescent Health and Wellness,
1732,16235225514,Devereux Adolescent Health and Wellness,
1733,14806706643,Devereux Adolescent Health and Wellness,
1734,15618083329,Diab Agha Kidney & Hypertension Clinic,
1735,19548805553,Diab Agha Kidney & Hypertension Clinic,
1736,13059896256,Diab Agha Kidney & Hypertension Clinic,
1737,17542298162,Diab Agha Kidney & Hypertension Clinic,
1738,19797092017,Digestive And Liver Center,
1739,19792920033,Digestive And Liver Center,
1740,+9792920033Q,Digestive And Liver Center,
1741,19792920826,Digestive And Liver Center,
1742,19794820499,Digestive And Liver Center,
1743,17134368171,Digestive And Liver Center,
1744,97929200,Digestive And Liver Center,
1745,18326468432,Digestive And Liver Center,
1746,19793884646,Digestive And Liver Center,
1747,19793276937,Digestive And Liver Center,
1748,19792308450,Digestive And Liver Center,
1749,19794173246,Digestive And Liver Center,
1750,19294624625,Digestive Disease Care,
1751,16314501500,Digestive Disease Care,
1752,13472636412,Digestive Disease Care,
1753,15162044242,Digestive Disease Care,
1754,15164379660,Digestive Disease Care,
1755,14086606252,Digestive Disease Care,
1756,14153086769,Digestive Disease Care,
1757,13058128383,Digestive Disease Care,
1758,15167508000,Digestive Disease Care,
1759,16462811103,Digestive Disease Care,
1760,15169340500,Digestive Disease Care,
1761,13475888759,Digestive Disease Care,
1762,16314501600,Digestive Disease Care,
1763,16314501700,Digestive Disease Care,
1764,14436732915,Digestive Disease Care,
1765,15166684949,Digestive Disease Care,
1766,17865060407,Digestive Disease Care,
1767,19177244003,Digestive Disease Care,
1768,13478700002,Digestive Disease Care,
1769,15168496427,Digestive Disease Care,
1770,15163850761,Digestive Disease Care,
1771,19178368710,Digestive Disease Care,
1772,16316064806,Digestive Disease Care,
1773,13473582179,Digestive Disease Care,
1774,17187535138,Digestive Disease Care,
1775,13476890053,Digestive Disease Care,
1776,13475888758,Digestive Disease Care,
1777,15132044242,Digestive Disease Care,
1778,15165676093,Digestive Disease Care,
1779,15162251111,Digestive Disease Care,
1780,15166040972,Digestive Disease Care,
1781,19143100306,Digestive Disease Care,
1782,15165065168,Digestive Disease Care,
1783,19177424003,Digestive Disease Care,
1784,15165198777,Digestive Disease Care,
1785,17183130051,Digestive Disease Care,
1786,19176735244,Digestive Disease Care,
1787,16464031775,Digestive Disease Care,
1788,16314501400,Digestive Disease Care,
1789,15168208756,Digestive Disease Care,
1790,15163446536,Digestive Disease Care,
1791,34722636412,Digestive Disease Care,
1792,15164779900,Digestive Disease Care,
1793,19293590349,Digestive Disease Care,
1794,13473741905,Digestive Disease Care,
1795,19088223285,Digestive Disease Care,
1796,15163755881,Digestive Disease Care,
1797,16314511500,Digestive Disease Care,
1798,16317411564,Digestive Disease Care,
1799,15164379000,Digestive Disease Care,
1800,7186849298X471,Digestive Disease Care,
1801,16314040088,Digestive Disease Care,
1802,15163092193,Digestive Disease Care,
1803,15166694079,Digestive Disease Care,
1804,13476055294,Digestive Disease Care,
1805,19043888686,Digestive Disease Consultants,
1806,19043792202,Digestive Disease Consultants,
1807,19043885265,Digestive Disease Consultants,
1808,19045793189,Digestive Disease Consultants,
1809,19045542691,Digestive Disease Consultants,
1810,19045707520,Digestive Disease Consultants,
1811,19046257019,Digestive Disease Consultants,
1812,19047135208,Digestive Disease Consultants,
1813,19044060633,Digestive Disease Consultants,
1814,19043865100,Digestive Disease Consultants,
1815,19046090254,Digestive Disease Consultants,
1816,904388526,Digestive Disease Consultants,
1817,16158641144,Digestive Disease Consultants,
1818,19043145838,Digestive Disease Consultants,
1819,19044690207,Digestive Disease Consultants,
1820,19042010204,Digestive Disease Consultants,
1821,904625019,Digestive Disease Consultants,
1822,19045665518,Digestive Disease Consultants,
1823,19043885256,Digestive Disease Consultants,
1824,19043497326,Digestive Disease Consultants,
1825,19045793179,Digestive Disease Consultants,
1826,19048589700,Digestive Disease Consultants,
1827,19048686534,Digestive Disease Consultants,
1828,19046242650,Digestive Disease Consultants,
1829,3885265,Digestive Disease Consultants,
1830,19044164850,Digestive Disease Consultants,
1831,19046001604,Digestive Disease Consultants,
1832,90486866534,Digestive Disease Consultants,
1833,19043885264,Digestive Disease Consultants,
1834,19044667609,Digestive Disease Consultants,
1835,19049828793,Digestive Disease Consultants,
1836,17542346569,Digestive Disease Consultants,
1837,19048022883,Digestive Disease Consultants,
1838,19043388322,Digestive Disease Consultants,
1839,19044052769,Digestive Disease Consultants,
1840,17182506960,Division of Hematology & Oncology The Brooklyn Hospital Center,
1841,17187817858,Division of Hematology & Oncology The Brooklyn Hospital Center,
1842,17182506978,Division of Hematology & Oncology The Brooklyn Hospital Center,
1843,17182508013,Division of Hematology & Oncology The Brooklyn Hospital Center,
1844,17182508331,Division of Hematology & Oncology The Brooklyn Hospital Center,
1845,17812506978,Division of Hematology & Oncology The Brooklyn Hospital Center,
1846,17182506733,Division of Hematology & Oncology The Brooklyn Hospital Center,
1847,17185412756,Division of Hematology & Oncology The Brooklyn Hospital Center,
1848,17023622273,Dokcare Medical,
1849,17024150217,Dokcare Medical,
1850,14125197300,Dokcare Medical,
1851,17142448094,Dokcare Medical,
1852,17247584711,DOLTER CHIRO/ LARRY L DOLTER DC,
1853,19147609680,"Donald C. Wallerson MD, PLLC",
1854,17185196340,"Donald C. Wallerson MD, PLLC",
1855,15707351100,DONALD J REESE DPM,
1856,12056641331,Donald Kwong MD LLC,
1857,12059991933,Donald Kwong MD LLC,
1858,17859853591,Doniphan County  Health Department,
1859,19145397101,"Doris Egyawan, NP",
1860,14176834174,Douglas County  Health Department,
1861,17245484455,Douglas N. Callen,
1862,12122332995,Downtown Dermatology,
1863,13476269109,Downtown Dermatology,
1864,17325895841,Downtown Osteoporosis Center,
1865,12123796480,Downtown Primary Care,
1866,13475104808,Downtown Primary Care,
1867,16463423887,Downtown Primary Care,
1868,19175389224,Downtown Primary Care,
1869,19178874500,Downtown Primary Care,
1870,16463796480,Downtown Primary Care,
1871,15086122731,Downtown Primary Care,
1872,12123796498,Downtown Primary Care,
1873,12123796497,Downtown Primary Care,
1874,21237964,Downtown Primary Care,
1875,2123800000000,Downtown Primary Care,
1876,917538922,Downtown Primary Care,
1877,19178774500,Downtown Primary Care,
1878,19179681834,Downtown Primary Care,
1879,17249256360,Dr Hatalowich/Gregory S Hatalowich DPM,
1880,19179770900,DR MURRAY ORBUCH MD,
1881,18008271799,DR MURRAY ORBUCH MD,
1882,19172070497,DR MURRAY ORBUCH MD,
1883,12126880813,DR MURRAY ORBUCH MD,
1884,12126809813,DR MURRAY ORBUCH MD,
1885,917977900,DR MURRAY ORBUCH MD,
1886,17243422330,Dr. Albert J. Scott,
1887,19499397575,"Dr. Amir Abolhoda, M.D.",
1888,15625989745,"Dr. Amir Abolhoda, M.D.",
1889,15627192759,"Dr. Amir Abolhoda, M.D.",
1890,19548737182,"Dr. Amit Upadhyay, DO",
1891,19548048129,"Dr. Amit Upadhyay, DO",
1892,18147710537,Dr. ERIC C LUNDGREN MD,
1893,18143718569,Dr. ERIC C LUNDGREN MD,
1894,17037509450,Dr. Helbing Allergy & Asthma Associates,
1895,17034511210,Dr. Helbing Allergy & Asthma Associates,
1896,17035593661,Dr. Helbing Allergy & Asthma Associates,
1897,17039787755,Dr. Helbing Allergy & Asthma Associates,
1898,14109521034,Dr. Helbing Allergy & Asthma Associates,
1899,17036556701,Dr. Helbing Allergy & Asthma Associates,
1900,17037729903,Dr. Helbing Allergy & Asthma Associates,
1901,15713098948,Dr. Helbing Allergy & Asthma Associates,
1902,17036009574,Dr. Helbing Allergy & Asthma Associates,
1903,17037309450,Dr. Helbing Allergy & Asthma Associates,
1904,18042416966,Dr. Helbing Allergy & Asthma Associates,
1905,17034511625,Dr. Helbing Allergy & Asthma Associates,
1906,17035709450,Dr. Helbing Allergy & Asthma Associates,
1907,19174887183,Dr. Herminia A. Tolete-Rotor,
1908,18582044539,DR. JOHN ROGERS,
1909,15095288947,DR. JOHN ROGERS,
1910,12153534164,Dr. Judy Hwang,
1911,12153536418,Dr. Judy Hwang,
1912,12107422330,Dr. Karla Rivera,
1913,12127422330,Dr. Karla Rivera,
1914,18434242003,Dr. Mary Tobin LLC,
1915,17245392009,Dr. Mathew J Hahey DC,
1916,17184965025,Dr. Matthew Jones MD,
1917,12022975004,Dr. Matthew Jones MD,
1918,19173021243,Dr. Matthew Jones MD,
1919,16266228553,Dr. Matthew Jones MD,
1920,12024869530,Dr. Matthew Jones MD,
1921,19175193075,Dr. Matthew Jones MD,
1922,19293309428,Dr. Matthew Jones MD,
1923,17164451932,Dr. Matthew Jones MD,
1924,71824965025,Dr. Matthew Jones MD,
1925,17183067257,Dr. Matthew Jones MD,
1926,19176405355,Dr. Matthew Jones MD,
1927,718496525,Dr. Matthew Jones MD,
1928,16463739624,Dr. Matthew Jones MD,
1929,16469577207,Dr. Matthew White,
1930,15163654545,Dr. Robyn Joseph,
1931,12159232810,"Dr. Simon Yongquan Su, MD",
1932,12159880138,"Dr. Simon Yongquan Su, MD",
1933,12156249222,Dr. Susan Moses,
1934,12152664433,Dr. Susan Moses,
1935,12158409699,Dr. Susan Moses,
1936,19174977446,Drs. Chung-E Tseng & Euna Lee,
1937,17185395555,Drs. Chung-E Tseng & Euna Lee,
1938,16462288280,Drs. Chung-E Tseng & Euna Lee,
1939,16462298280,Drs. Chung-E Tseng & Euna Lee,
1940,16462673638,Drs. Chung-E Tseng & Euna Lee,
1941,646229N82,Drs. Chung-E Tseng & Euna Lee,
1942,19542281813,"Dublin Hematology & Oncology Care, P.C.",
1943,14782751111,"Dublin Hematology & Oncology Care, P.C.",
1944,19545074452,"Dublin Hematology & Oncology Care, P.C.",
1945,19545044452,"Dublin Hematology & Oncology Care, P.C.",
1946,19544074452,"Dublin Hematology & Oncology Care, P.C.",
1947,19545074451,"Dublin Hematology & Oncology Care, P.C.",
1948,19545074462,"Dublin Hematology & Oncology Care, P.C.",
1949,19549440356,"Dublin Hematology & Oncology Care, P.C.",
1950,19103729149,Duplin County Health Department,
1951,19103729266,Duplin County Health Department,
1952,19102962130,Duplin County Health Department,
1953,19102902446,Duplin County Health Department,
1954,910372914,Duplin County Health Department,
1955,19103729151,Duplin County Health Department,
1956,91037291,Duplin County Health Department,
1957,19103729175,Duplin County Health Department,
1958,19103729176,Duplin County Health Department,
1959,12085226335,East Idaho Ear Nose Throat,
1960,12085411881,East Idaho Ear Nose Throat,
1961,15205280773,East Idaho Ear Nose Throat,
1962,208522633,East Idaho Ear Nose Throat,
1963,16108671182,"EAST PENN EYE ASSOCIATES, INC",
1964,14237877080,EAST TENNESSEE HEMATOLOGY/ONCOLOGY,
1965,14232820534,EAST TENNESSEE HEMATOLOGY/ONCOLOGY,
1966,14236207343,EAST TENNESSEE HEMATOLOGY/ONCOLOGY,
1967,14236097729,EAST TENNESSEE HEMATOLOGY/ONCOLOGY,
1968,14236097731,EAST TENNESSEE HEMATOLOGY/ONCOLOGY,
1969,18655914781,EAST TENNESSEE HEMATOLOGY/ONCOLOGY,
1970,19366719992,East Texas Primary Care,
1971,19366761516,East Texas Primary Care,
1972,19365816029,East Texas Primary Care,
1973,19366351765,East Texas Primary Care,
1974,19366719991,East Texas Primary Care,
1975,19365852060,East Texas Primary Care,
1976,19362719992,East Texas Primary Care,
1977,19766761516,East Texas Primary Care,
1978,19362400021,East Texas Primary Care,
1979,17187085650,Eastchester Medical Associates,
1980,19176093071,Eastchester Medical Associates,
1981,19175138420,Eastchester Medical Associates,
1982,16465742220,Eastchester Medical Associates,
1983,16466428458,Eastchester Medical Associates,
1984,13473317861,Eastchester Medical Associates,
1985,17184065404,Eastchester Medical Associates,
1986,12673777475,Eastern Pennsylvania Chiropractic & Functional Rehabilitation,
1987,12155364333,Eastern Pennsylvania Chiropractic & Functional Rehabilitation,
1988,16108473034,Eastern Pennsylvania Chiropractic & Functional Rehabilitation,
1989,17322923285,Eastpointe Integrated Healthcare,
1990,17328726595,Eastpointe Integrated Healthcare,
1991,18146571854,"Eckert Chiropractic, PC",
1992,12526417511,Edgecombe County Health Department,
1993,12526417984,Edgecombe County Health Department,
1994,12529855064,Edgecombe County Health Department,
1995,12526417505,Edgecombe County Health Department,
1996,12526415266,Edgecombe County Health Department,
1997,12526417528,Edgecombe County Health Department,
1998,12526415260,Edgecombe County Health Department,
1999,12526417595,Edgecombe County Health Department,
2000,12528243654,Edgecombe County Health Department,
2001,12526417973,Edgecombe County Health Department,
2002,12526417513,Edgecombe County Health Department,
2003,12526416278,Edgecombe County Health Department,
2004,18147344541,"Edinboro Family Chiropractic, Inc.",
2005,18147345562,"Edinboro Family Chiropractic, Inc.",
2006,18148735786,"Edinboro Family Chiropractic, Inc.",
2007,15036148735,"Edmund H. Torkelson, D.O., P.C.",
2008,15037809351,"Edmund H. Torkelson, D.O., P.C.",
2009,15039703814,"Edmund H. Torkelson, D.O., P.C.",
2010,+5037809351C,"Edmund H. Torkelson, D.O., P.C.",
2011,12122130007,Edward Mendelsohn MD,
2012,19176996661,Edward Mendelsohn MD,
2013,13015026999,Edward Mendelsohn MD,
2014,18067972139,"Elizabeth Linder, Ed.D",
2015,12013411762,Ellis B. Charles,
2016,16105662226,Elwyn Pharmacy,
2017,19172875082,Empire State Interventional & Endovasc. Medicine PC,
2018,19175003859,Empire State Interventional & Endovasc. Medicine PC,
2019,17185643857,Empire State Interventional & Endovasc. Medicine PC,
2020,17185946278,Empire State Interventional & Endovasc. Medicine PC,
2021,15168624900,Empire State Interventional & Endovasc. Medicine PC,
2022,15169651490,Empire State Interventional & Endovasc. Medicine PC,
2023,15168624903,Empire State Interventional & Endovasc. Medicine PC,
2024,17723493882,Empire State Interventional & Endovasc. Medicine PC,
2025,15164278858,Empire State Interventional & Endovasc. Medicine PC,
2026,16468816474,Empire State Interventional & Endovasc. Medicine PC,
2027,12396289668,Empire State Interventional & Endovasc. Medicine PC,
2028,16314131599,Empire State Interventional & Endovasc. Medicine PC,
2029,13477332300,Empire State Interventional & Endovasc. Medicine PC,
2030,16305662072,Emry Medical Center,
2031,14802998147,Emry Medical Center,
2032,17187045376,"Endocrine Associates of West Village, Iven Young MD",
2033,15164181282,"Endocrine Associates of West Village, Iven Young MD",
2034,16466616809,"Endocrine Associates of West Village, Iven Young MD",
2035,19174178279,"Endocrine Associates of West Village, Iven Young MD",
2036,12126759332,"Endocrine Associates of West Village, Iven Young MD",
2037,17185070478,"Endocrine Associates of West Village, Iven Young MD",
2038,19174535884,"Endocrine Associates of West Village, Iven Young MD",
2039,19177903561,"Endocrine Associates of West Village, Iven Young MD",
2040,17184045376,"Endocrine Associates of West Village, Iven Young MD",
2041,19178544982,"Endocrine Associates of West Village, Iven Young MD",
2042,17187055376,"Endocrine Associates of West Village, Iven Young MD",
2043,15167618138,"Endocrine Associates of West Village, Iven Young MD",
2044,91788544982,"Endocrine Associates of West Village, Iven Young MD",
2045,,"Endocrine Associates of West Village, Iven Young MD",
2046,14695314066,"Endocrine Associates of West Village, Iven Young MD",
2047,17027386061,"Endocrine Associates of West Village, Iven Young MD",
2048,15168624902,Endovascular Associates of Florida Inc,
2049,19143841722,"Enhanced Chiropractic Solutions, PLLC",
2050,17188220005,Enrique O. Davis/BRIDGE MEDICAL,
2051,19149806448,Enrique O. Davis/BRIDGE MEDICAL,
2052,16468192928,Enrique O. Davis/BRIDGE MEDICAL,
2053,19178161146,Enrique O. Davis/BRIDGE MEDICAL,
2054,19082026480,Eric L. Kolodin,
2055,19084583928,Eric L. Kolodin,
2056,18147226062,"Erie Osteopathic Medicine, LLC",
2057,19047298828,Evadne Sang & Gasnel Bryan,
2058,19044654378,Evadne Sang & Gasnel Bryan,
2059,18109080385,Evadne Sang & Gasnel Bryan,
2060,13407130348,Evadne Sang & Gasnel Bryan,
2061,19544326595,Everglades Oncology Hematology,
2062,12345678888,Everglades Oncology Hematology,
2063,17542304320,Everglades Oncology Hematology,
2064,19732918442,Excel Spinal Health and Rehab LLC,
2065,19732556043,Excel Spinal Health and Rehab LLC,
2066,19084288001,Excel Spinal Health and Rehab LLC,
2067,19732918441,Excel Spinal Health and Rehab LLC,
2068,12015018500,"Excellent Physical Therapy, Inc.",
2069,17182767935,Expert Medical Services,
2070,15166338778,Expert Medical Services,
2071,212?337?5663,Expert Medical Services,
2072,201021000000,Expert Medical Services,
2073,19173925440,Expert Medical Services,
2074,500,Expert Medical Services,
2075,718,Expert Medical Services,
2076,19178805378,Expert Medical Services,
2077,16465220127,Expert Medical Services,
2078,13476833664,Expert Medical Services,
2079,13479208223,Expert Medical Services,
2080,19293130952,Expert Medical Services,
2081,13473793461,Expert Medical Services,
2082,15166524833,Expert Medical Services,
2083,13476980532,Expert Medical Services,
2084,17182737935,Expert Medical Services,
2085,17189092220,Expert Medical Services,
2086,16464774102,Expert Medical Services,
2087,18287820773,Expert Medical Services,
2088,15857349681,Expert Medical Services,
2089,15857058330,Expert Medical Services,
2090,18885393832,"Eye Tech Digital Systems, Inc. T",
2091,17609687126,"Eye Tech Digital Systems, Inc. T",
2092,14804304288,"Eye Tech Digital Systems, Inc. T",
2093,17705077950,"Fairview Urgent Care, LLC",
2094,14044039793,"Fairview Urgent Care, LLC",
2095,17166225498,"Fairview Urgent Care, LLC",
2096,18505472051,"Fairview Urgent Care, LLC",
2097,415540050,"Fairview Urgent Care, LLC",
2098,15415540050,"Fairview Urgent Care, LLC",
2099,17703812230,"Faith J. Wright, Psychotherapist",
2100,14703070483,"Faith J. Wright, Psychotherapist",
2101,18775362605,FALL PREVENTION AND CARE ASSOCIATES,
2102,18703070264,Falwell Family Medicine,
2103,18708979091,Falwell Family Medicine,
2104,18707619478,Falwell Family Medicine,
2105,16319290304,Family Care Medical Center,
2106,16313170067,Family Care Medical Center,
2107,16319027869,Family Care Medical Center,
2108,15168689777,Family Care Medical Center,
2109,631929030,Family Care Medical Center,
2110,16316788351,Family Care Medical Center,
2111,19139093502,"Family Care Psychiatry, PLC",
2112,734990000000,"Family Care Psychiatry, PLC",
2113,17342062888,"Family Care Psychiatry, PLC",
2114,17349049315,"Family Care Psychiatry, PLC",
2115,17349049314,"Family Care Psychiatry, PLC",
2116,12483426193,"Family Care Psychiatry, PLC",
2117,12489210939,"Family Care Psychiatry, PLC",
2118,13025131536,Family Chiropractic Center - Boothwyn,
2119,13024795129,Family Chiropractic Center - Boothwyn,
2120,13026131536,Family Chiropractic Center - Boothwyn,
2121,17315843330,Family Health Care of Camden,
2122,17316760327,Family Health Care of Camden,
2123,17314419322,Family Health Care of Camden,
2124,19016124093,Family Health Care of Camden,
2125,631667944,Family Medical Care of Babylon,
2126,16316679440,Family Medical Care of Babylon,
2127,16315595413,Family Medical Care of Babylon,
2128,16316779440,Family Medical Care of Babylon,
2129,16317823075,Family Medical Care of Babylon,
2130,16316714438,Family Medical Care of Babylon,
2131,19174097575,Family Medicine NYC,
2132,15165672063,Family Medicine NYC,
2133,17187758717,Family Medicine NYC,
2134,19177216120,Family Medicine NYC,
2135,19177058356,Family Medicine NYC,
2136,19179162808,Family Medicine NYC,
2137,19074097575,Family Medicine NYC,
2138,91777216120,Family Medicine NYC,
2139,19293469377,Family Medicine NYC,
2140,19175934769,Family Medicine NYC,
2141,19174997575,Family Medicine NYC,
2142,19174077575,Family Medicine NYC,
2143,914097575,Family Medicine NYC,
2144,17087047462,Family Medicine NYC,
2145,19144097575,Family Medicine NYC,
2146,19297216120,Family Medicine NYC,
2147,18477767800,Family Practice Center of Palatine,
2148,16304299108,Family Practice Center of Palatine,
2149,19216820138,Family Practice Center of Palatine,
2150,16307409201,Family Practice Center of Palatine,
2151,18474716216,Family Practice Center of Palatine,
2152,16308003641,Family Practice Center of Palatine,
2153,16305662032,Family Practice Center of Palatine,
2154,17088298761,Family Practice Center of Palatine,
2155,16308003887,Family Practice Center of Palatine,
2156,19705842100,Family Walk in Clinic,
2157,15126331613,Family Walk in Clinic,
2158,17244640400,Fanella Chiropractic Clinic,
2159,13045741617,Fayette County  Health Department,
2160,19734782212,Ferraro Spine and Rehabilitation,
2161,17174189833,"Finding Peace Psychiatry, LLC",
2162,19722158703,First Peek Ultrasound,
2163,17088700808,First Peek Ultrasound,
2164,18189940616,Fit Heart MD,
2165,18186259236,Fit Heart MD,
2166,18189433469,Fit Heart MD,
2167,18189195958,Fit Heart MD,
2168,8189940616818300,Fit Heart MD,
2169,"+8189940616,",Fit Heart MD,
2170,18183008513,Fit Heart MD,
2171,18199940616,Fit Heart MD,
2172,17852235555,Flinthills OB GYN P.A.,
2173,17853070286,Flinthills OB GYN P.A.,
2174,17852103330,Flinthills OB GYN P.A.,
2175,17853755500,Flinthills OB GYN P.A.,
2176,17852103331,Flinthills OB GYN P.A.,
2177,17852094001,Flinthills OB GYN P.A.,
2178,17878222170,Florida Community HealthCenter - Puerto Rico,
2179,17873442282,Florida Community HealthCenter - Puerto Rico,
2180,17873622245,Florida Community HealthCenter - Puerto Rico,
2181,17873467300,Florida Community HealthCenter - Puerto Rico,
2182,17876887484,Florida Community HealthCenter - Puerto Rico,
2183,17879665626,Florida Community HealthCenter - Puerto Rico,
2184,17876381950,Florida Community HealthCenter - Puerto Rico,
2185,17873979095,Florida Community HealthCenter - Puerto Rico,
2186,13525059355,Florida Medical and Allergy Centers LLC,
2187,19415002088,"Foot & Ankle Center of Florida, LLC",
2188,13477427737,"Foot & Ankle Center of Florida, LLC",
2189,12392630200,Foot & Ankle Management Group - Medipro,
2190,19548491575,Foot & Ankle Management Group - Medipro,
2191,15042272749,FOOT CLINIC,
2192,15044911695,FOOT CLINIC,
2193,50422394629,FOOT CLINIC,
2194,18282876212,Foothills Health District,
2195,18282884048,Foothills Health District,
2196,18286526811,Foothills Health District,
2197,18282876100,Foothills Health District,
2198,18282876044,Foothills Health District,
2199,18282871240,Foothills Health District,
2200,18282230454,Foothills Health District,
2201,18286596628,Foothills Health District,
2202,18286596607,Foothills Health District,
2203,18282876306,Foothills Health District,
2204,18282876094,Foothills Health District,
2205,18282879615,Foothills Health District,
2206,18282876089,Foothills Health District,
2207,18282876047,Foothills Health District,
2208,18282237163,Foothills Health District,
2209,18282876007,Foothills Health District,
2210,13367033528,Forsyth County Department of Public Health,
2211,13367033393,Forsyth County Department of Public Health,
2212,13367033262,Forsyth County Department of Public Health,
2213,13367033268,Forsyth County Department of Public Health,
2214,13366087477,Forsyth County Department of Public Health,
2215,13367033121,Forsyth County Department of Public Health,
2216,13367033150,Forsyth County Department of Public Health,
2217,33676087477,Forsyth County Department of Public Health,
2218,13367033425,Forsyth County Department of Public Health,
2219,336703352,Forsyth County Department of Public Health,
2220,13364140670,Forsyth County Department of Public Health,
2221,13367033208,Forsyth County Department of Public Health,
2222,13367033216,Forsyth County Department of Public Health,
2223,13367032538,Forsyth County Department of Public Health,
2224,13367033318,Forsyth County Department of Public Health,
2225,13367032604,Forsyth County Department of Public Health,
2226,13364626054,Forsyth County Department of Public Health,
2227,14047917152,Forsyth County Department of Public Health,
2228,13367033100,Forsyth County Department of Public Health,
2229,13367033258,Forsyth County Department of Public Health,
2230,13367033209,Forsyth County Department of Public Health,
2231,336703322,Forsyth County Department of Public Health,
2232,13367033220,Forsyth County Department of Public Health,
2233,336703220,Forsyth County Department of Public Health,
2234,12813414565,Fort Bend County  Clinical Health Services Department,
2235,12812383314,Fort Bend County  Clinical Health Services Department,
2236,12813414501,Fort Bend County  Clinical Health Services Department,
2237,18322785155,Fort Bend County  Clinical Health Services Department,
2238,18323612172,Fort Bend County  Clinical Health Services Department,
2239,12814038095,Fort Bend County  Clinical Health Services Department,
2240,18328416188,Fort Bend County  Clinical Health Services Department,
2241,18323414565,Fort Bend County  Clinical Health Services Department,
2242,12813414564,Fort Bend County  Clinical Health Services Department,
2243,12812381935,Fort Bend County  Clinical Health Services Department,
2244,18326002953,Fort Bend County  Clinical Health Services Department,
2245,12814948333,Fort Bend Urology,
2246,12844948333,Fort Bend Urology,
2247,14127047941,Fort Couch Eye Care Assoc,
2248,18178811081,Fort Worth Perinatal Associates,
2249,18178812799,Fort Worth Perinatal Associates,
2250,18173326667,Fort Worth Perinatal Associates,
2251,18177136063,Fort Worth Perinatal Associates,
2252,18173047950,Fort Worth Perinatal Associates,
